,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
26652,617660001,617660,Wohoo Top,254,Top,Garment Upper body,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Bustier in a jacquard weave with underwired, lined, shaped cups, narrow adjustable shoulder straps, smocking and a hook-and-eye fastening at the back. Lined."
26666,617728002,617728,DIV Minna HW leggings (1),273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"High-waisted leggings in sturdy, ribbed jersey with an elasticated waist."
26676,617736001,617736,DIV Nora cardigan,308,Hoodie,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Cardigan in lightweight sweatshirt fabric with a lined hood, diagonal zip at the front and long sleeves with decorative stitching at the elbows. Side pockets, ribbed cuffs and a raw-edge hem."
26706,617812003,617812,DIV Molly Offshoulder,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5959,Divided+ inactive from s.1,A,Ladieswear,1,Ladieswear,2,H&M+,1001,Unknown,Off-the-shoulder blouse in crinkled jersey containing some linen with long raglan sleeves and smocking at the top and cuffs.
26724,617835003,617835,DIV Maja cardigan,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Long cardigan in a soft, fine loose knit with slits at the hem and no fasteners. The polyester content of the cardigan is recycled."
26726,617835006,617835,DIV Maja cardigan,252,Sweater,Garment Upper body,1010010,Melange,92,Green,1,Dusty Light,20,Khaki green,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Long cardigan in a soft, fine loose knit with slits at the hem and no fasteners. The polyester content of the cardigan is recycled."
26735,617857002,617857,Sunflower maple thong,286,Underwear bottom,Underwear,1010021,Lace,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace thong briefs with an elastic-trimmed mid waist, lined gusset, wide sides and string back."
26740,617878003,617878,Viva,259,Shirt,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide shirt in a patterned weave with a collar, V-neck and pleat at the front. Dropped shoulders, long balloon sleeves and a rounded hem. Longer at the back."
26744,617900007,617900,Lemon,258,Blouse,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide blouse in woven fabric with dropped shoulders and short, flared, flounced sleeves."
26754,617919009,617919,Melody,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Knee-length dress in woven fabric with a round neckline, concealed button placket, flap chest pockets, 3/4-length sleeves and short slits in the sides. Unlined."
26756,617919017,617919,Melody,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Knee-length dress in woven fabric with a round neckline, concealed button placket, flap chest pockets, 3/4-length sleeves and short slits in the sides. Unlined."
26758,617919021,617919,Melody,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Knee-length dress in woven fabric with a round neckline, concealed button placket, flap chest pockets, 3/4-length sleeves and short slits in the sides. Unlined."
26768,618008001,618008,SUMMER set boy,270,Garment Set,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Set with a T-shirt, shorts and cap in soft organic cotton jersey. T-shirt with a print motif and press-studs at the shoulders. Shorts with ribbing and a decorative tie at the waist. Jersey-lined cap with a print motif on the front and elastication at the back."
26782,618129001,618129,CASSIM SLIM ROLLERNECK,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,Jumper in a fine-knit modal and cotton blend with a ribbed polo neck and long sleeves.
26786,618160002,618160,Theresa Loafer,144,Flat shoe,Shoes,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Loafers with a decorative seam at the front and metal rings at the top. Imitation leather linings and insoles and rubber soles. Heel 1.5 cm.
26792,618180001,618180,Venice Pull- on Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,Short shorts in a viscose weave with an elasticated waist with a tasselled drawstring. Crocheted lace trims at the front and hems.
26868,618387001,618387,Florence dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Straight-cut, knee-length dress in an airy viscose weave with an opening and button at the back of the neck and 3/4-length trumpet sleeves. Unlined."
26869,618387002,618387,Florence dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Straight-cut, knee-length dress in an airy viscose weave with an opening and button at the back of the neck and 3/4-length trumpet sleeves. Unlined."
26872,618389001,618389,Backbone,252,Sweater,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Sweatshirt in soft jersey with a print motif and appliqués, twisted side seams and long raglan sleeves. Slightly longer at the back."
26885,618398011,618398,Badger price,252,Sweater,Garment Upper body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Fine-knit jumper in soft cotton with a motif and ribbing around the neckline, cuffs and hem."
26893,618399008,618399,Olivia dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,73,Dark Blue,4,Dark,2,Blue,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Dress in a soft fine knit containing glittery threads with a round neckline, sewn-on bow at the top and short sleeves."
26906,618476004,618476,Harriet dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Calf-length, V-neck dress in jersey with an elasticated seam at the waist and detachable tie belt. Short, wide sleeves and concealed pockets in the side seams. Partly lined."
26908,618480001,618480,Dean Super Skinny Twill,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket trousers in washed, stretch twill with a regular waist, zip fly and skinny legs. Super skinny fit."
26909,618480002,618480,Dean Super Skinny Twill,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket trousers in washed, stretch twill with a regular waist, zip fly and skinny legs. Super skinny fit."
26923,618650002,618650,Class Emser necklace,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin metal chain necklace with a pendant. Adjustable length, 42-47 cm."
26936,618682007,618682,Flirty Cher Earring,70,Earring,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings with fabric fringes.
26955,618760001,618760,Siri Striped Scarf,80,Scarf,Accessories,1010017,Stripe,72,Blue,7,Medium,2,Blue,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Striped scarf in an airy weave with short fringe trims along the sides. Size 100x200 cm.
26960,618778001,618778,Picasso,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide, long-sleeved blouse in a cotton poplin blend with a small collar and opening with a button at the top. Gathered seam at the top and narrow cuffs with covered buttons and a flared frill. Longer at the back."
26964,618784002,618784,Late leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Leggings in a sturdy stretch weave with a glossy coating and an elasticated waist.
26967,618800001,618800,Leona,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck satin top with a lace trim at the top and super-skinny shoulder straps. Unlined.
26971,618800006,618800,Leona,253,Vest top,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck satin top with a lace trim at the top and super-skinny shoulder straps. Unlined.
26985,618839003,618839,NILS sweater TVP,252,Sweater,Garment Upper body,1010017,Stripe,73,Dark Blue,5,Bright,2,Blue,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Jumper in soft, fine-knit cotton with pattern-knit stripes, a button placket and long raglan sleeves. Ribbing around the neckline, cuffs and hem."
26987,618840001,618840,LAVA sweater TVP,252,Sweater,Garment Upper body,1010001,All over pattern,8,Dark Grey,2,Medium Dusty,12,Grey,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Long-sleeved jumper in a soft, fine-knit cotton blend with a roll-edge neckline, sewn on bow at the front, button on one shoulder and ribbing at the cuffs and hem."
26989,618840004,618840,LAVA sweater TVP,252,Sweater,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Long-sleeved jumper in a soft, fine-knit cotton blend with a roll-edge neckline, sewn on bow at the front, button on one shoulder and ribbing at the cuffs and hem."
26990,618840005,618840,LAVA sweater TVP,252,Sweater,Garment Upper body,1010009,Glittering/Metallic,51,Light Pink,7,Medium,4,Pink,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Long-sleeved jumper in a soft, fine-knit cotton blend with a roll-edge neckline, sewn on bow at the front, button on one shoulder and ribbing at the cuffs and hem."
26992,618841001,618841,HONOLULU tights TVP,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,8,Dark Grey,2,Medium Dusty,12,Grey,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Leggings in a soft, fine-knit cotton blend with an elasticated waist."
27007,618899006,618899,Sunden Joggers,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Joggers in soft jersey with an elasticated drawstring waist, side pockets and sewn-in turn-ups at the hems."
27008,618899007,618899,Sunden Joggers,272,Trousers,Garment Lower body,1010020,Contrast,9,Black,4,Dark,5,Black,3932,Tops & Bottoms Other,D,Divided,2,Divided,80,Divided Complements Other,1002,Jersey Basic,"Joggers in soft jersey with an elasticated drawstring waist, side pockets and sewn-in turn-ups at the hems."
27012,618917009,618917,TOM TANK,253,Vest top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,Cotton jersey vest top with a print motif on the front.
27018,618950004,618950,Lele,265,Dress,Garment Full body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long-sleeved dress in a patterned crêpe weave with pleats at the shoulders, a concealed zip at the back and seam at the waist. Unlined."
27022,619075001,619075,Anglais,259,Shirt,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in soft, lightweight cotton flannel with a collar and buttons down the front. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem."
27024,619081001,619081,June strapless push bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Strapless push-up bra in microfibre and lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Silicone trim at the top and fastening at the back with three pairs of hooks and eyes. Shoulder straps included."
27034,619110002,619110,Hera Jumper,252,Sweater,Garment Upper body,1010018,Treatment,12,Light Beige,1,Dusty Light,11,Beige,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,"Wide, V-neck jumper in waffle-knit cotton with hard-worn details, low dropped shoulders, long, wide sleeves and twisted side seams."
27035,619138001,619138,Rave,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, fine knit containing some wool. Low funnel collar, dropped shoulders, long, tapered sleeves and a straight-cut hem. The polyester content of the jumper is partly recycled."
27036,619138002,619138,Rave,252,Sweater,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, fine knit containing some wool. Low funnel collar, dropped shoulders, long, tapered sleeves and a straight-cut hem. The polyester content of the jumper is partly recycled."
27040,619148003,619148,Mars,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a textured knit in soft chenille yarn with dropped shoulders, wide sleeves and ribbing around the neckline, cuffs and hem."
27047,619175003,619175,Dorinda dress,265,Dress,Garment Full body,1010021,Lace,71,Light Blue,1,Dusty Light,2,Blue,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Long lace dress with a scalloped V-neck front and back, seam at the waist with a wrapover front and concealed zip at the back. Lined."
27049,619176001,619176,Gainsbourg,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Jumpsuit in woven fabric with a lace top, detachable, adjustable shoulder straps and a silicone trim at the top. Concealed zip in one side, a detachable tie belt at the waist and wide legs with creases."
27076,619229008,619229,Billy softie,93,Slippers,Shoes,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton slippers with elastication around the opening, terry linings and insoles and soft, imitation suede soles."
27080,619234004,619234,Inca,87,Boots,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Chelsea boots with elastic gores in the sides and a loop at the back. Satin linings and imitation leather insoles. Heel 3 cm.
27081,619234005,619234,Inca boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Chelsea boots with elastic gores in the sides and a loop at the back. Satin linings and imitation leather insoles. Heel 3 cm.
27087,619236001,619236,Cea,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform ankle boots in imitation suede with covered heels and supple shafts with a zip in the side. Satin linings, imitation leather insoles and rubber soles. Platform front approx. 3 cm, heel 10 cm."
27091,619258001,619258,Uma followup,253,Vest top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Sleeveless top in soft, patterned viscose jersey with a V-neck, buttons at the front, a yoke at the top and slits in the sides."
27092,619258002,619258,Uma followup,253,Vest top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Sleeveless top in soft, patterned viscose jersey with a V-neck, buttons at the front, a yoke at the top and slits in the sides."
27102,619280009,619280,Holly half-lace,286,Underwear bottom,Underwear,1010016,Solid,81,Light Turquoise,1,Dusty Light,7,Turquoise,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre and lace with a lined gusset, laser-cut edges at the front and a high cut at the back."
27112,619293001,619293,BUTTERFLY bag,66,Bag,Accessories,1010007,Embroidery,51,Light Pink,1,Dusty Light,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Small shoulder bag in grained imitation leather with embroidery and sequins on the flap, a concealed hook and loop fastener and a shoulder strap with a button at one side. Lined. Size 3.5x12x12.5 cm."
27122,619353006,619353,Vilde dress,265,Dress,Garment Full body,1010002,Application/3D,9,Black,4,Dark,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Short-sleeved dress in soft, fine-knit cotton with an appliqué on the front."
27123,619353007,619353,Vilde dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Short-sleeved dress in soft, fine-knit cotton with an appliqué on the front."
27148,619496004,619496,OC Baklava jumpsuit,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Playsuit in a crinkled chiffon weave containing glittery threads. V-neck with a sewn-in wrapover at the front, long sleeves with an opening and button at the cuffs, an elasticated seam at the waist and short, wide legs. Detachable, twisted tie belt with tassels. Lined."
27149,619499001,619499,Tilde basic sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Trainers in imitation suede with a lightly padded edge and lacing at the front. Jersey linings, canvas insoles and rubber soles."
27153,619502001,619502,TINDRA sport socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Fine-knit trainer socks in fast-drying functional fabric with a ribbed section over the foot and a slightly higher shaft at the heel for optimum comfort.
27156,619506001,619506,TEA sport socks (1),302,Socks,Socks & Tights,1010010,Melange,10,White,3,Light,9,White,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Fine-knit trainer socks in fast-drying functional fabric with elastication at the top and silicone on the inside of the heels for a better fit.
27157,619506002,619506,TEA sport socks (1),302,Socks,Socks & Tights,1010010,Melange,9,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Fine-knit trainer socks in fast-drying functional fabric with elastication at the top and silicone on the inside of the heels for a better fit.
27161,619515001,619515,OC Glaze dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Short V-neck dress in woven fabric with a shimmering metallic finish. Concealed zip at the back, long, wide sleeves with ribbing and a zip at the cuffs, a seam at the waist and shaping seams front and back. Unlined."
27180,619561010,619561,SUGARPUFF MUSCLE TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Short-sleeved T-shirt in stretch cotton jersey. Muscle fit – a fit designed to showcase the body’s natural physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
27184,619561015,619561,SUGARPUFF MUSCLE TEE,255,T-shirt,Garment Upper body,1010020,Contrast,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Short-sleeved T-shirt in stretch cotton jersey. Muscle fit – a fit designed to showcase the body’s natural physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
27192,619566001,619566,OC Fudge dress,265,Dress,Garment Full body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Short flounced dress in a patterned weave with long sleeves, a seam at the waist with elastication at the back, an open back section with a flounce all around and a concealed fastener at the back of the neck. Unlined."
27196,619580001,619580,Mandy,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short, high-waisted shorts in a viscose weave with pleats at the top, wide elastication at the back of the waist, and side pockets."
27229,619636003,619636,Tekla off shoulder,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, off-the-shoulder dress in a lightweight stretch cotton weave with a sheen. Elastication with decorative gathers at the shoulders and 3/4-length raglan sleeves with trumpet cuffs and ties. Unlined."
27233,619660001,619660,Klimt,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in washed stretch cotton twill with patch front pockets, one with a concealed zip and press-stud, and back pockets. Slim legs that flare at the hem with creases."
27254,619727003,619727,Min tee,255,T-shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Short-sleeved top in soft cotton jersey with a straight-cut hem with rows of fringing and long slits in the sides.
27261,619739008,619739,Rally 2-p.,304,Underwear Tights,Socks & Tights,1010013,Other pattern,51,Light Pink,1,Dusty Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
27262,619739016,619739,Rally 2-p.,304,Underwear Tights,Socks & Tights,1010013,Other pattern,11,Off White,3,Light,9,White,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
27274,619739037,619739,Rally 2-p.,304,Underwear Tights,Socks & Tights,1010013,Other pattern,9,Black,4,Dark,5,Black,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
27375,619881001,619881,Mallorca,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Pull-on trousers in a textured weave with an elasticated drawstring waist, side pockets and fake welt back pockets. Gently tapered legs with short slits at the hems."
27378,619881009,619881,Mallorca,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Pull-on trousers in a textured weave with an elasticated drawstring waist, side pockets and fake welt back pockets. Gently tapered legs with short slits at the hems."
27381,619884012,619884,Trinny,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Wide, high-waisted shorts in woven fabric with a sewn-in tie belt and pleats at the top. Fly with a concealed zip, side pockets and fake welt back pockets."
27382,619884014,619884,Trinny,274,Shorts,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Wide, high-waisted shorts in woven fabric with a sewn-in tie belt and pleats at the top. Fly with a concealed zip, side pockets and fake welt back pockets."
27396,619907003,619907,Tyler bodycon J,265,Dress,Garment Full body,1010001,All over pattern,93,Dark Green,7,Medium,19,Green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Sleeveless jersey dress in a short and fitted style.
27410,619978001,619978,NORMA SKIRT,275,Skirt,Garment Lower body,1010023,Denim,51,Light Pink,1,Dusty Light,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, 5-pocket skirt in washed stretch denim with hard-worn details, a high waist, zip fly and button and a frayed, raw-edge hem."
27417,620006008,620006,KAYLA SHORTS,274,Shorts,Garment Lower body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Shorts in printed sweatshirt fabric with an elasticated drawstring waist, side pockets and sewn-in turn-ups at the hems."
27438,620081001,620081,Tulip jumper,252,Sweater,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,
27441,620081006,620081,Tulip jumper,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,
27443,620081008,620081,Tulip jumper,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,
27446,620083002,620083,All in sweater,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Cropped top in sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem."
